date,open_price,close_price,high_price,low_price,avg_price,price_change_pct
2025-03-23,84199.37799419848,85396.29041826307,85396.29041826307,84125.97474677162,84729.4367129358,
2025-03-24,86114.33370456511,87355.15333559812,88474.3135894229,85560.23956148796,87351.70280582971,2.2938501283143786
2025-03-25,87404.87649068212,87321.36793603227,88199.60526776778,86427.65033425306,87315.07768836677,-0.03867590894844897
2025-03-26,87424.06865781397,86817.98796198177,88240.46256324385,86217.63942503363,87344.60066797632,-0.5764682642388941
2025-03-27,86913.68578612641,87305.46595898429,87684.58507410828,86311.36672144024,87218.67388337788,0.5614942346003238
2025-03-28,87212.97468263778,84478.16251367884,87337.4665470881,83719.60743307101,85214.74541604468,-3.2384037061708226
2025-03-29,84359.46915506005,82311.72140355429,84386.77613913322,82162.685941113,83155.58407465422,-2.5644983811926036
2025-03-30,82603.84608714566,82377.94312671632,83440.59474949405,82190.67408154199,82842.50376931786,0.08045236089446739
2025-03-31,82355.18824543593,82372.42496571247,83500.4896400052,81488.96451396754,82333.02401430182,-0.006698590416798211
2025-04-01,82553.23623643283,85073.12003223266,85311.29137218822,82553.23623643283,84013.93438848642,3.2786397482462704
2025-04-02,85151.38359873935,82670.64635520295,87106.00781966242,82670.64635520295,85143.01095594122,-2.8240103056282218
2025-04-03,82526.4221526433,82654.29602655036,83783.75496624704,81476.42191638195,82787.44456078489,-0.019777671245402306
2025-04-04,83208.52796536,84032.71900547225,84613.64673947358,82548.3231829159,83401.89831063004,1.667696714129785
2025-04-05,83733.5293123474,83167.51792928776,83958.723779881,82623.6290432163,83325.98405618116,-1.0296002395544845
2025-04-06,83514.33824375339,77918.79195001676,83514.33824375339,77918.79195001676,82001.40927571652,-6.311028764539617
2025-04-07,78366.83212378949,79898.18473633853,79898.18473633853,74773.2587934775,77695.17339718214,2.5403278680084185
2025-04-08,79462.14204389678,76617.7575009251,80678.70925924664,76617.7575009251,78764.5751467635,-4.105759406473042
2025-04-09,76300.77843824399,83058.34775924393,83315.43959137528,75101.3997278555,78227.20253193982,8.406132557770384
2025-04-10,82595.42668033838,79715.508089801,82595.42668033838,78835.58867030361,81046.76008079464,-4.024688378262242
2025-04-11,79556.41318002685,83403.67277102497,83874.22618739116,79086.09032816654,81935.23871072991,4.626658939524253
2025-04-12,83437.92254404748,85369.94860925588,85528.04428969568,82861.85819962031,84059.7553491716,2.3575410685199527
2025-04-13,85296.72976736756,83330.90244768845,85464.59019442675,83330.90244768845,84494.03911479721,-2.3884823580019754
2025-04-14,83637.28172222206,84516.57227578854,85667.64514540603,83637.28172222206,84650.12675580647,1.4228452990106444
2025-04-15,84590.22055897689,83820.92705842877,85917.26834462702,83820.92705842877,85035.39996452969,-0.8230873527262594
2025-04-16,83641.90418930881,84463.89043079078,85164.83798446032,83268.76104504136,83992.83280493198,0.7670678372643458
2025-04-17,84058.84766997752,84837.31546385802,85130.287718885,83998.8765062859,84565.77895855125,0.4421120447597904
2025-04-18,84946.9167296784,84507.5553544359,84946.9167296784,84382.34027186113,84633.45187606933,-0.38869701100172627
2025-04-19,84447.77718147618,85246.71284128349,85450.83762577904,84430.13416891031,85071.920422981,0.8746643820750188
2025-04-20,85089.15978095334,84832.44738276633,85279.66518510957,84093.83367559967,84760.03945138013,-0.485960625001991
2025-04-21,85140.01930346077,87118.9841439109,88183.22734480911,85140.01930346077,87215.46645955519,2.69535635442375
