date,avg_polarity,avg_subjectivity,max_polarity,min_polarity,article_count,polarity_volatility,Negative_pct,Neutral_pct,Positive_pct,Very Positive_pct
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,1,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.2249999999999999,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,1,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
