date,avg_polarity,avg_subjectivity,positive_count,negative_count,neutral_count,article_count
2025-05-15 00:00:00,0.1128382635882636,0.372925444925445,7,0,8,15
2025-05-15,0.1128382635882636,0.372925444925445,7,0,8,15
2025-05-16,0.1080888888888888,0.3427227994227995,6,1,8,15
2025-05-16,0.12247041847041845,0.43393217893217895,6,1,8,15
