date,avg_polarity,avg_subjectivity,max_polarity,min_polarity,article_count,polarity_volatility,Negative_pct,Neutral_pct,Positive_pct,Very Positive_pct
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,1,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-15,-0.021875,0.22499999999999998,-0.021875,-0.021875,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,1,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,2,0.2103642674029979,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
2025-04-19,0.18125000000000002,0.5800000000000001,0.33,0.0325,0,0.0,0.0,50.0,1.9230769230769231,0.0
