date,open_price,close_price,high_price,low_price,avg_price,price_change_pct
2025-04-15,85264.26252155572,85264.26252155572,85264.26252155572,85264.26252155572,85264.26252155572,
2025-04-15,85540.8011230295,85540.8011230295,85540.8011230295,85540.8011230295,85540.8011230295,0.3243311949175265
2025-04-15,85650.19655642175,85650.19655642175,85650.19655642175,85650.19655642175,85650.19655642175,0.12788684692690566
2025-04-15,85470.69141248541,85470.69141248541,85470.69141248541,85470.69141248541,85470.69141248541,-0.20957937185596132
2025-04-15,85718.22005374837,85718.22005374837,85718.22005374837,85718.22005374837,85718.22005374837,0.28960645710514044
2025-04-15,85822.84294330432,85822.84294330432,85822.84294330432,85822.84294330432,85822.84294330432,0.12205443544015537
2025-04-15,85917.26834462702,85917.26834462702,85917.26834462702,85917.26834462702,85917.26834462702,0.11002362318046632
2025-04-15,85620.89303105656,85620.89303105656,85620.89303105656,85620.89303105656,85620.89303105656,-0.3449543022965518
2025-04-15,85568.11153809096,85568.11153809096,85568.11153809096,85568.11153809096,85568.11153809096,-0.061645576327329366
2025-04-15,85750.21230099528,85750.21230099528,85750.21230099528,85750.21230099528,85750.21230099528,0.21281381537006094
2025-04-15,85643.31333199244,85643.31333199244,85643.31333199244,85643.31333199244,85643.31333199244,-0.12466321206017206
2025-04-15,85196.52851347838,85196.52851347838,85196.52851347838,85196.52851347838,85196.52851347838,-0.5216809125332622
2025-04-15,84872.39518339455,84872.39518339455,84872.39518339455,84872.39518339455,84872.39518339455,-0.3804536824907778
2025-04-15,84883.0020095308,84883.0020095308,84883.0020095308,84883.0020095308,84883.0020095308,0.012497380465492647
2025-04-15,84514.06417495162,84514.06417495162,84514.06417495162,84514.06417495162,84514.06417495162,-0.4346427739887804
2025-04-15,84190.93368373165,84190.93368373165,84190.93368373165,84190.93368373165,84190.93368373165,-0.38233931165712054
2025-04-15,84067.51559465779,84067.51559465779,84067.51559465779,84067.51559465779,84067.51559465779,-0.14659308749026545
2025-04-15,83969.38654754977,83969.38654754977,83969.38654754977,83969.38654754977,83969.38654754977,-0.11672647444603834
2025-04-15,84088.84019229886,84088.84019229886,84088.84019229886,84088.84019229886,84088.84019229886,0.14225856548497617
2025-04-15,83820.92705842877,83820.92705842877,83820.92705842877,83820.92705842877,83820.92705842877,-0.31860724117184214
2025-04-16,83641.90418930881,83641.90418930881,83641.90418930881,83641.90418930881,83641.90418930881,-0.2135777727621302
2025-04-16,83276.55042310501,83276.55042310501,83276.55042310501,83276.55042310501,83276.55042310501,-0.43680708819934244
2025-04-16,83588.3328373832,83588.3328373832,83588.3328373832,83588.3328373832,83588.3328373832,0.37439400730951977
2025-04-16,83852.32880812319,83852.32880812319,83852.32880812319,83852.32880812319,83852.32880812319,0.31582873085120866
2025-04-16,83691.3161157112,83691.3161157112,83691.3161157112,83691.3161157112,83691.3161157112,-0.1920193448418428
2025-04-16,83630.30378934758,83630.30378934758,83630.30378934758,83630.30378934758,83630.30378934758,-0.07290162133340994
2025-04-16,83362.81469972755,83362.81469972755,83362.81469972755,83362.81469972755,83362.81469972755,-0.3198470859245073
2025-04-16,83671.63968678997,83671.63968678997,83671.63968678997,83671.63968678997,83671.63968678997,0.3704589248513468
2025-04-16,83268.76104504136,83268.76104504136,83268.76104504136,83268.76104504136,83268.76104504136,-0.481499637459859
2025-04-16,83791.12089609494,83791.12089609494,83791.12089609494,83791.12089609494,83791.12089609494,0.6273179094991255
2025-04-16,83684.21939217026,83684.21939217026,83684.21939217026,83684.21939217026,83684.21939217026,-0.12758094507083761
2025-04-16,83940.193092368,83940.193092368,83940.193092368,83940.193092368,83940.193092368,0.30588048984263594
2025-04-16,84031.00362096768,84031.00362096768,84031.00362096768,84031.00362096768,84031.00362096768,0.10818479831198324
2025-04-16,83773.76770684845,83773.76770684845,83773.76770684845,83773.76770684845,83773.76770684845,-0.3061202449509248
2025-04-16,84632.62914216601,84632.62914216601,84632.62914216601,84632.62914216601,84632.62914216601,1.0252152419871985
2025-04-16,84632.62914216601,84632.62914216601,84632.62914216601,84632.62914216601,84632.62914216601,0.0
2025-04-16,84881.20601105259,84881.20601105259,84881.20601105259,84881.20601105259,84881.20601105259,0.2937128048675186
2025-04-16,85164.83798446032,85164.83798446032,85164.83798446032,85164.83798446032,85164.83798446032,0.3341516770753561
2025-04-16,83592.78870942906,83592.78870942906,83592.78870942906,83592.78870942906,83592.78870942906,-1.8458900553748436
2025-04-16,83927.46698655207,83927.46698655207,83927.46698655207,83927.46698655207,83927.46698655207,0.4003674028466131
2025-04-16,84335.5094604819,84335.5094604819,84335.5094604819,84335.5094604819,84335.5094604819,0.4861846646643242
2025-04-16,84407.0868388753,84407.0868388753,84407.0868388753,84407.0868388753,84407.0868388753,0.08487217170003447
2025-04-16,84585.68630940643,84585.68630940643,84585.68630940643,84585.68630940643,84585.68630940643,0.21159298018667005
2025-04-16,84463.89043079078,84463.89043079078,84463.89043079078,84463.89043079078,84463.89043079078,-0.14399112181952
2025-04-17,84058.84766997752,84058.84766997752,84058.84766997752,84058.84766997752,84058.84766997752,-0.4795454705524671
2025-04-17,84169.25906554099,84169.25906554099,84169.25906554099,84169.25906554099,84169.25906554099,0.13135011795182283
2025-04-17,84289.10887462631,84289.10887462631,84289.10887462631,84289.10887462631,84289.10887462631,0.14239142700780416
2025-04-17,84233.9540809772,84233.9540809772,84233.9540809772,84233.9540809772,84233.9540809772,-0.06543525537937578
2025-04-17,83998.8765062859,83998.8765062859,83998.8765062859,83998.8765062859,83998.8765062859,-0.27907697941533804
2025-04-17,84114.96421410139,84114.96421410139,84114.96421410139,84114.96421410139,84114.96421410139,0.13820150059602465
2025-04-17,84424.6075788509,84424.6075788509,84424.6075788509,84424.6075788509,84424.6075788509,0.3681192373349518
2025-04-17,84780.57098208612,84780.57098208612,84780.57098208612,84780.57098208612,84780.57098208612,0.42163465539684086
2025-04-17,84657.33004725928,84657.33004725928,84657.33004725928,84657.33004725928,84657.33004725928,-0.1453645963918837
2025-04-17,84470.83930024544,84470.83930024544,84470.83930024544,84470.83930024544,84470.83930024544,-0.2202889541989328
2025-04-17,84444.83113819316,84444.83113819316,84444.83113819316,84444.83113819316,84444.83113819316,-0.030789515373275123
2025-04-17,84338.83914942484,84338.83914942484,84338.83914942484,84338.83914942484,84338.83914942484,-0.12551625403200983
2025-04-17,84671.31259746742,84671.31259746742,84671.31259746742,84671.31259746742,84671.31259746742,0.39421155353291937
2025-04-17,84752.81095552155,84752.81095552155,84752.81095552155,84752.81095552155,84752.81095552155,0.09625262152432867
2025-04-17,84551.43324382056,84551.43324382056,84551.43324382056,84551.43324382056,84551.43324382056,-0.23760593829350585
2025-04-17,84116.88582337098,84116.88582337098,84116.88582337098,84116.88582337098,84116.88582337098,-0.5139444758984535
2025-04-17,84521.25838113441,84521.25838113441,84521.25838113441,84521.25838113441,84521.25838113441,0.48072697152927724
2025-04-17,84896.92624338971,84896.92624338971,84896.92624338971,84896.92624338971,84896.92624338971,0.44446553382024856
2025-04-17,85130.287718885,85130.287718885,85130.287718885,85130.287718885,85130.287718885,0.2748762361858281
2025-04-17,85099.49107256206,85099.49107256206,85099.49107256206,85099.49107256206,85099.49107256206,-0.036175898317925004
2025-04-17,84850.50910583472,84850.50910583472,84850.50910583472,84850.50910583472,84850.50910583472,-0.29257750380086156
2025-04-17,85111.67393566275,85111.67393566275,85111.67393566275,85111.67393566275,85111.67393566275,0.30779406344194626
2025-04-17,85056.76185615391,85056.76185615391,85056.76185615391,85056.76185615391,85056.76185615391,-0.0645176824396021
2025-04-17,84837.31546385802,84837.31546385802,84837.31546385802,84837.31546385802,84837.31546385802,-0.2579999373442221
2025-04-18,84946.9167296784,84946.9167296784,84946.9167296784,84946.9167296784,84946.9167296784,0.12918992688668585
2025-04-18,84812.66058743586,84812.66058743586,84812.66058743586,84812.66058743586,84812.66058743586,-0.1580471044873466
2025-04-18,84932.22254470258,84932.22254470258,84932.22254470258,84932.22254470258,84932.22254470258,0.14097182712886625
2025-04-18,84877.16175933217,84877.16175933217,84877.16175933217,84877.16175933217,84877.16175933217,-0.06482908809013477
2025-04-18,84819.48188695368,84819.48188695368,84819.48188695368,84819.48188695368,84819.48188695368,-0.06795688166628677
2025-04-18,84693.92576511695,84693.92576511695,84693.92576511695,84693.92576511695,84693.92576511695,-0.14802745671574913
2025-04-18,84680.34688547385,84680.34688547385,84680.34688547385,84680.34688547385,84680.34688547385,-0.01603288490931165
2025-04-18,84719.19044705047,84719.19044705047,84719.19044705047,84719.19044705047,84719.19044705047,0.045870810648840354
2025-04-18,84641.30564762019,84641.30564762019,84641.30564762019,84641.30564762019,84641.30564762019,-0.09193288913561526
2025-04-18,84627.54918136004,84627.54918136004,84627.54918136004,84627.54918136004,84627.54918136004,-0.016252663111582244
2025-04-18,84546.0386285242,84546.0386285242,84546.0386285242,84546.0386285242,84546.0386285242,-0.09631680655333152
2025-04-18,84498.7745773988,84498.7745773988,84498.7745773988,84498.7745773988,84498.7745773988,-0.055903330176199084
2025-04-18,84593.66315889767,84593.66315889767,84593.66315889767,84593.66315889767,84593.66315889767,0.1122958078072056
2025-04-18,84618.69491163455,84618.69491163455,84618.69491163455,84618.69491163455,84618.69491163455,0.029590576648574896
2025-04-18,84543.30063719767,84543.30063719767,84543.30063719767,84543.30063719767,84543.30063719767,-0.08909883863797985
2025-04-18,84541.69566568747,84541.69566568747,84541.69566568747,84541.69566568747,84541.69566568747,-0.001898401763478219
2025-04-18,84382.34027186113,84382.34027186113,84382.34027186113,84382.34027186113,84382.34027186113,-0.1884932548035123
2025-04-18,84455.82994619277,84455.82994619277,84455.82994619277,84455.82994619277,84455.82994619277,0.08709129670363414
2025-04-18,84543.02354629472,84543.02354629472,84543.02354629472,84543.02354629472,84543.02354629472,0.10324165916966166
2025-04-18,84599.59333023877,84599.59333023877,84599.59333023877,84599.59333023877,84599.59333023877,0.06691242112140117
2025-04-18,84535.96965601825,84535.96965601825,84535.96965601825,84535.96965601825,84535.96965601825,-0.07520565018813707
2025-04-18,84495.66839467015,84495.66839467015,84495.66839467015,84495.66839467015,84495.66839467015,-0.04767350692502781
2025-04-18,84589.93551188768,84589.93551188768,84589.93551188768,84589.93551188768,84589.93551188768,0.11156443757236456
2025-04-18,84507.5553544359,84507.5553544359,84507.5553544359,84507.5553544359,84507.5553544359,-0.0973876584173694
2025-04-19,84447.77718147618,84447.77718147618,84447.77718147618,84447.77718147618,84447.77718147618,-0.07073707517512018
2025-04-19,84430.13416891031,84430.13416891031,84430.13416891031,84430.13416891031,84430.13416891031,-0.020892216651191564
2025-04-19,84537.56876723397,84537.56876723397,84537.56876723397,84537.56876723397,84537.56876723397,0.12724674594111196
2025-04-19,84750.96113857607,84750.96113857607,84750.96113857607,84750.96113857607,84750.96113857607,0.2524231231793017
2025-04-19,84873.33303095314,84873.33303095314,84873.33303095314,84873.33303095314,84873.33303095314,0.1443899759165923
2025-04-19,85039.73101895596,85039.73101895596,85039.73101895596,85039.73101895596,85039.73101895596,0.1960544991701063
2025-04-19,85065.22675131068,85065.22675131068,85065.22675131068,85065.22675131068,85065.22675131068,0.02998096542548012
2025-04-19,84928.93649119227,84928.93649119227,84928.93649119227,84928.93649119227,84928.93649119227,-0.16021853502706795
2025-04-19,85188.51899516837,85188.51899516837,85188.51899516837,85188.51899516837,85188.51899516837,0.30564671441872804
2025-04-19,85315.77967080926,85315.77967080926,85315.77967080926,85315.77967080926,85315.77967080926,0.14938712063783388
2025-04-19,85348.12052038811,85348.12052038811,85348.12052038811,85348.12052038811,85348.12052038811,0.037907230882305853
2025-04-19,85222.96773135632,85222.96773135632,85222.96773135632,85222.96773135632,85222.96773135632,-0.146638014134004
2025-04-19,85196.3572478893,85196.3572478893,85196.3572478893,85196.3572478893,85196.3572478893,-0.031224544480656924
2025-04-19,85277.07094440877,85277.07094440877,85277.07094440877,85277.07094440877,85277.07094440877,0.09473843615710464
2025-04-19,85450.83762577904,85450.83762577904,85450.83762577904,85450.83762577904,85450.83762577904,0.20376717849930337
2025-04-19,85405.39779525725,85405.39779525725,85405.39779525725,85405.39779525725,85405.39779525725,-0.053176577063862585
2025-04-19,85216.9255110766,85216.9255110766,85216.9255110766,85216.9255110766,85216.9255110766,-0.22067959291340866
2025-04-19,84884.07476220753,84884.07476220753,84884.07476220753,84884.07476220753,84884.07476220753,-0.3905922994438482
2025-04-19,85152.68414164294,85152.68414164294,85152.68414164294,85152.68414164294,85152.68414164294,0.3164426073888338
2025-04-19,85145.76108784041,85145.76108784041,85145.76108784041,85145.76108784041,85145.76108784041,-0.008130165093811481
2025-04-19,85081.67948116116,85081.67948116116,85081.67948116116,85081.67948116116,85081.67948116116,-0.0752610650965213
2025-04-19,85202.13526291905,85202.13526291905,85202.13526291905,85202.13526291905,85202.13526291905,0.14157663846370294
2025-04-19,85317.39798374778,85317.39798374778,85317.39798374778,85317.39798374778,85317.39798374778,0.13528149320793936
2025-04-19,85246.71284128349,85246.71284128349,85246.71284128349,85246.71284128349,85246.71284128349,-0.08284962286093656
2025-04-20,85089.15978095334,85089.15978095334,85089.15978095334,85089.15978095334,85089.15978095334,-0.18482010048115338
2025-04-20,85136.60177429907,85136.60177429907,85136.60177429907,85136.60177429907,85136.60177429907,0.055755625590681035
2025-04-20,85279.66518510957,85279.66518510957,85279.66518510957,85279.66518510957,85279.66518510957,0.1680398416532558
2025-04-20,85234.9939190133,85234.9939190133,85234.9939190133,85234.9939190133,85234.9939190133,-0.05238208428621771
2025-04-20,85143.828498931,85143.828498931,85143.828498931,85143.828498931,85143.828498931,-0.106957736359925
2025-04-20,85195.6725951446,85195.6725951446,85195.6725951446,85195.6725951446,85195.6725951446,0.060890022362869445
2025-04-20,85100.82279248716,85100.82279248716,85100.82279248716,85100.82279248716,85100.82279248716,-0.11133171412140985
2025-04-20,84950.9007313259,84950.9007313259,84950.9007313259,84950.9007313259,84950.9007313259,-0.1761699314316023
2025-04-20,84777.37613360975,84777.37613360975,84777.37613360975,84777.37613360975,84777.37613360975,-0.20426457662287012
2025-04-20,84631.43686608228,84631.43686608228,84631.43686608228,84631.43686608228,84631.43686608228,-0.17214411931960605
2025-04-20,84530.86583852716,84530.86583852716,84530.86583852716,84530.86583852716,84530.86583852716,-0.11883412509499092
2025-04-20,84160.54490886752,84160.54490886752,84160.54490886752,84160.54490886752,84160.54490886752,-0.43808959719757734
2025-04-20,84093.83367559967,84093.83367559967,84093.83367559967,84093.83367559967,84093.83367559967,-0.07926663656953048
2025-04-20,84347.36438378347,84347.36438378347,84347.36438378347,84347.36438378347,84347.36438378347,0.3014854919824561
2025-04-20,84327.78944172559,84327.78944172559,84327.78944172559,84327.78944172559,84327.78944172559,-0.02320753256593866
2025-04-20,84612.56642329428,84612.56642329428,84612.56642329428,84612.56642329428,84612.56642329428,0.3377024151279162
2025-04-20,84357.12486748009,84357.12486748009,84357.12486748009,84357.12486748009,84357.12486748009,-0.30189552995744107
2025-04-20,84598.16864692859,84598.16864692859,84598.16864692859,84598.16864692859,84598.16864692859,0.2857420518150189
2025-04-20,84563.85942887008,84563.85942887008,84563.85942887008,84563.85942887008,84563.85942887008,-0.040555509188022754
2025-04-20,84561.23870595935,84561.23870595935,84561.23870595935,84561.23870595935,84561.23870595935,-0.0030991051359730015
2025-04-20,84633.09631104583,84633.09631104583,84633.09631104583,84633.09631104583,84633.09631104583,0.0849770015034279
2025-04-20,85074.9301477244,85074.9301477244,85074.9301477244,85074.9301477244,85074.9301477244,0.5220579843312478
2025-04-20,85006.65839359477,85006.65839359477,85006.65839359477,85006.65839359477,85006.65839359477,-0.08024896877503185
2025-04-20,84832.44738276633,84832.44738276633,84832.44738276633,84832.44738276633,84832.44738276633,-0.2049380767584319
2025-04-21,85140.01930346077,85140.01930346077,85140.01930346077,85140.01930346077,85140.01930346077,0.36256400726795146
2025-04-21,86714.02766242875,86714.02766242875,86714.02766242875,86714.02766242875,86714.02766242875,1.8487291544506457
2025-04-21,87278.3464593321,87278.3464593321,87278.3464593321,87278.3464593321,87278.3464593321,0.6507814388465372
2025-04-21,87325.35908063866,87325.35908063866,87325.35908063866,87325.35908063866,87325.35908063866,0.053865160390587086
2025-04-21,87228.60184957321,87228.60184957321,87228.60184957321,87228.60184957321,87228.60184957321,-0.11080083962334841
2025-04-21,87323.94026251098,87323.94026251098,87323.94026251098,87323.94026251098,87323.94026251098,0.10929719256784765
2025-04-21,87542.22595116406,87542.22595116406,87542.22595116406,87542.22595116406,87542.22595116406,0.24997233060817248
2025-04-21,87506.67640355151,87506.67640355151,87506.67640355151,87506.67640355151,87506.67640355151,-0.04060845749156439
2025-04-21,87446.14418253464,87446.14418253464,87446.14418253464,87446.14418253464,87446.14418253464,-0.0691744030337893
2025-04-21,87636.20600701202,87636.20600701202,87636.20600701202,87636.20600701202,87636.20600701202,0.21734728987095053
2025-04-21,87491.96387120764,87491.96387120764,87491.96387120764,87491.96387120764,87491.96387120764,-0.16459194478688488
2025-04-21,87345.61297579524,87345.61297579524,87345.61297579524,87345.61297579524,87345.61297579524,-0.16727352883270097
